id,ANO,MP,SOLUCAO,DESENVOLVEDOR,CATEGORIA,ABRANGENCIA,FUNCIONALIDADE,FINALIDADE,PERMISSIONAMENTO,FONTE,CONTATO,CONSUMO,LINK
483,2023,MPES,DETRANNET,DETRAN/ES,GERAIS,ESTADUAL,Informações sobre veículos e proprietários,Investigação,Restrito,Conv. Direto,,Consulta on line,https://detrannet2.es.gov.br/
484,2023,MPES,JUCEES,JUNTA COMERCIAL DO ESTADO DO ESPÍRITO SANTO,GERAIS,ESTADUAL,Informações sobre pessoas jurídicas,Investigação,Restrito,Conv. Direto,,Consulta on line,https://jucees.es.gov.br/conveniados
485,2023,MPES,ARISP,ASSOCIAÇÃO DOS REGISTRADORES DE IMÓVEIS - SP,GERAIS,NACIONAL,Dados de titularidade de imóveis,Investigação,Restrito,Conv. Direto,,Consulta on line,https://oficioeletronico.com.br/
486,2023,MPES,CENSEC,COLÉGIO NOTARIAL DO BRASIL,GERAIS,NACIONAL,Escituras de compra e venda e procurações,Investigação,Restrito,Conv. Direto,,Consulta on line,https://www.censec.org.br/
487,2023,MPES,CAGED,MINISTÉRIO DA ECONOMIA,GERAIS,NACIONAL,Registros trabalhistas,Investigação,Restrito,Conv. Direto,,Consulta on line,https://caged.mte.gov.br/caged/index.xhtml
488,2023,MPES,PORTAL SESP / SISP,SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA E DEFESA SOCIAL DO ESPÍRITO SANTO,GERAIS,ESTADUAL,"Dados de pessoas físicas, documentos, telefones, endereços, antecedentes criminais, boletins unificados",Investigação,Restrito,,,Consulta on line,https://ssp.sesp.es.gov.br/
489,2023,MPES,INFOPEN,SEJUS/ES,GERAIS,ESTADUAL,Informações sobre presos,Investigação,Restrito,,,Consulta on line,https://infopen.sejus.es.gov.br/
490,2023,MPES,ALERTA BRASIL,PRF,GERAIS,NACIONAL,Monitoramento de veículos,Investigação,Restrito,Conv. Direto,,Consulta on line,https://alertabrasil.prf.gov.br/alertabrasil/login
491,2023,MPES,CRC-Jud,ARPENBRASIL,GERAIS,NACIONAL,Informações de registro civil,Investigação,Restrito,Conv. Direto,,Consulta on line,https://sistema.registrocivil.org.br/portal/?CFID=34844383&CFTOKEN=77bbd63104eb45f3-073A6954-D970-2C83-08466558A08A87F5
492,2023,MPES,BACEN CCS,BACEN,GERAIS,NACIONAL,"Dados de contas bancárias, respectivos titulares e procuradores",Investigação,Restrito,Conv. Direto,,Consulta on line,https://www3.bcb.gov.br/ccs/dologin
493,2023,MPES,COAF SEI,COAF,GERAIS,NACIONAL,Comunicação de operações de que trata a Lei 9.613/98,Inteligência,Restrito,,,Consulta on line,https://seic.coaf.gov.br/
494,2023,MPSP,CORTEX,MINISTERIO DA JUSTICA,GERAIS,NACIONAL,Dados de pessoas físicas e juridicas; trafego de veiculos; cercamento digital,Inteligência,Restrito,Conv. CNMP,agcortex.diopi@mj.gov.br,Consulta on line,https://cortex.mj.gov.br/
495,2023,MPSP,DGI LABCONTAS,TCU,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas,Inteligência,Restrito,Conv. CNMP,,Consulta on line,http://tcu.gov.br/dgi
496,2023,MPSP,INFOSEG,PRODESP,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas; CNH (fotos nao atuais),Investigação,Geral,Conv. Direto,,Consulta on line,https://seguranca.sinesp.gov.br/sinesp-seguranca/login.jsf?goto=INFOSEG
497,2023,MPSP,CRC JUD,ARPENBRASIL,GERAIS,NACIONAL,Dados de pessoas físicas,Investigação,Geral,Conv. Direto,,Consulta on line,https://sistema.registrocivil.org.br/portal/?CFID=645969&CFTOKEN=e6a2493dca004077-16A01887-B500-3285-BF5DA800F2C95922
498,2023,MPSP,BOA VISTA SPC,SPC,GERAIS,NACIONAL,Credito/debito de pessoas fisicas e juridicas,Investigação,Restrito,Contrato,,Consulta on line,https://hod.serpro.gov.br/a83016cv/
499,2023,MPSP,CAGED,MINISTERIO DA ECONOMIA,GERAIS,NACIONAL,"Registros trabalhistas atuais e historico, com datas de admissao e demissao; nivel de escolaridade",Investigação,Geral,Conv. Direto,,Consulta on line,https://geridmte.dataprev.gov.br/cas/login?service=https%3A%2F%2Fcaged.mte.gov.br%2Fcaged%2F
500,2023,MPSP,CNIS,INSS,GERAIS,NACIONAL,"Registros trabalhistas atuais e historico, com datas de admissao e demissao; nível escolaridade; valor dos salarios",Investigação,Restrito,Conv. Direto,,Consulta on line,https://geridinss.dataprev.gov.br/cas/login?service=https%3A%2F%2Fportalcnis.inss.gov.br%2F%3Bjsessionid%3DLfqzj8yhsZwLT583lSzjhdQ8jVyFgMJ6sFDYgPTVLyL2znbpm9yT%21-152969422
501,2023,MPSP,RAIS,SERPRO,GERAIS,NACIONAL,"Registros trabalhistas atuais e histórico (descricao generica), com datas de admissao e demissão; valor dos salarios (pesquisa pontual)",Investigação,Restrito,Contrato,,Consulta on line,https://hod.serpro.gov.br/a83016cv/
502,2023,MPSP,SERPRO,SERPRO,GERAIS,NACIONAL,Dados de pessoas fisicas e juridicas; historico de socios de pessoas juridicas; RAIS,Investigação,Geral,Contrato,,Consulta on line,https://hod.serpro.gov.br/a83016cv/
503,2023,MPSP,SEEU,CNJ,GERAIS,NACIONAL,Processos de execuçcao criminal de TJs e TRFs fora do TJSP; eventualmente FA de outros Estados,Investigação,Restrito,Conv. Direto,,Consulta on line,https://seeu.pje.jus.br/
504,2023,MPSP,SIGNO (CENSEC),COLEGIO NOTARIAL DO BRASIL,GERAIS,NACIONAL,Escrituras de compra e venda e procuracoes,Investigação,Geral,Conv. Direto,,Consulta on line,https://www.signo.org.br/#/
505,2023,MPSP,ADUNA,GSI/MPMG,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas,Investigação,Restrito,Conv. Direto,,Consulta on line,https://aduna.mpmg.mp.br/
506,2023,MPSP,MAPAS,Polícia Civil Scatarina,GERAIS,NACIONAL,Indicação visual e gráfica das ERBs viabilizando plotar no mapa e reproduzir como prova,Investigação,Geral,Outro,,Consulta on line,https://censec.org.br/; https://www.signo.org.br/#/
507,2023,MPSP,DETECTA,SSP-SP,GERAIS,ESTADUAL,Dados de pessoas físicas e jurídicas; BOs Estado de SP; trafego de veiculos,Investigação,Restrito,Conv. Direto,,Consulta on line,https://servicos.pc.sc.gov.br/antena
508,2023,MPSP,PLENUS,PRODESP,GERAIS,ESTADUAL,Dados de pessoas físicas e jurídicas,Investigação,Geral,Conv. Direto,,WS - Web Service,0
509,2023,MPSP,SIM DETRAN,DETRAN-SP,GERAIS,ESTADUAL,"Foto da CNH (SP); Infos da CNH; Linha de vida do condutor; Infos sobre veiculos SP (propriedade, ano, modelo, multas e gravames, endereço etc.)",Investigação,Restrito,Conv. Direto,,Consulta on line,prod-mpspbr.msappproxy.net/sim/
510,2023,MPSP,ARISP,Associacao dos Registradores de Imoveis SP,GERAIS,ESTADUAL,Matrículas de imoveis Estado SP e alguns outros Estados,Investigação,Geral,Conv. Direto,,Consulta on line,
511,2023,MPSP,CDT,Centro de Distribuição de Títulos e Documentos de São Paulo,GERAIS,ESTADUAL,"Registros e averbacoes dos Cartórios Extrajudiciais de Pessoa Jurídica (inclusas Associações Civis e Organizações Sociais), com estatutos e alterações",Investigação,Geral,Conv. Direto,,Consulta on line,https://cdtsp.com.br/faqpj
512,2023,MPSP,SIGAM,SIMA/SP - Secretária de Infraestrutura e Meio Ambiente,GERAIS,ESTADUAL,"Informações sobre propriedades rurais no estado de São Paulo: proprietarios, localizacao e CAR (Cadastro Ambiental Rural)",Investigação,Geral,Conv. Direto,,Consulta on line,https://sigam.ambiente.sp.gov.br/sigam3/
513,2023,MPSP,CADESP,SEFAZ/SP,GERAIS,ESTADUAL,"Dados cadastrais da pessoas jurídicas pagadores de ICMS do ESP, via SEFAZ e JUCESP; data de abertura da empresa, sócios e contador; endereço e contatos (tel. e e-mail); permite pesquisa por Contador e por Sócio",Investigação,Geral,Conv. Direto,,Consulta on line,https://www.cadesp.fazenda.sp.gov.br/(S(ay43ln55p00rw0ps5giifqyz))/Pages/Login.aspx
514,2023,MPSP,ESAJ,TJSP,GERAIS,ESTADUAL,Processos da justica estadual de Sao Paulo,Investigação,Geral,Outro,,Consulta on line,https://esaj.tjsp.jus.br/esaj/portal.do?servico=740000
515,2023,MPSP,SISMP e SIS-DIGITAL,MPSP,GERAIS,ESTADUAL,Procedimentos e acoes propostas pelo MPSP,Investigação,Geral,Dev. Interno,Laercio Carrasco Junior <laerciocarrasco@mpsp.mp.br>,WS - Web Service,;https://sismpconsultapublica.mpsp.mp.br/
516,2023,MPSP,HARPIA,MPSP,GERAIS,ESTADUAL,Banco de dados de faccionados do PCC,Inteligência,Restrito,Dev. Interno,Nabil Alameddine - nigc@mpsp.mp.br,Aplicacao especifica,https://apps.powerapps.com/play/e/default-2dbd8499-508d-4b76-a31d-ca39cb3d8f1d/a/7ea04485-4453-4d8f-a09e-6ca49cb15c2a?tenantId=2dbd8499-508d-4b76-a31d-ca39cb3d8f1d&source=portal
517,2023,MPSP,CONSULTE A HARPIA,MPSP,GERAIS,ESTADUAL,Consulta pontual ao banco de dados de faccionados do PCC; base de dados do PCC,Investigação,Geral,Dev. Interno,Nabil Alameddine - nigc@mpsp.mp.br,Aplicacao especifica,https://apps.powerapps.com/play/e/default-2dbd8499-508d-4b76-a31d-ca39cb3d8f1d/a/6f971f42-5e54-43fe-93ac-7453d2e68a3f?tenantId=2dbd8499-508d-4b76-a31d-ca39cb3d8f1d&source=portal
518,2023,MPSP,FOTOCRIM,PMSP,GERAIS,ESTADUAL,"Banco de dados, com imagens, de indivíduos abordados",Inteligência,Restrito,Conv. Direto,,Consulta on line,aplicação baixada na máquina
519,2023,MPSP,BEC/SP,SECRETARIA DE ORCAMENTO E GESTAO/SP,GERAIS,ESTADUAL,"Dados de licitacoes feitas pela Bolsa Eletronica de Compras do ESP (pregao eletronico): dados dos licitantes, precos dos produtos e, algumas vezes, das propostas",Investigação,Geral,Outro,,Consulta on line,https://www.bec.sp.gov.br/BECSP/Home/Home.aspx
520,2023,MPSP,SOLI,MPSP-TCESP,GERAIS,ESTADUAL,"Dados de licitacoes do ESP de 2017-2019: licitantes, vencedores etc. em BI",Investigação,Geral,Dev. Interno,Laercio Carrasco Junior <laerciocarrasco@mpsp.mp.br>,Aplicacao especifica,http://www.mpsp.mp.br/portal/page/portal/SOLI
521,2023,MPSP,AVICENA,NIGC/MPSP,GERAIS,ESTADUAL,"Dados de compras publicas do ESP feitas com dispensa licitacao para enfrentamento a COVID-19 em BI: empresas consultadas, contratadas e precos praticados por municipio",Investigação,Geral,Dev. Interno,Nabil Alameddine - nigc@mpsp.mp.br,Aplicacao especifica,https://app.powerbi.com/view?r=eyJrIjoiNzVhNTBkODUtZGM5Ny00ZDExLWExYmMtNTFlZjQ0Mzk0Y2YzIiwidCI6IjJkYmQ4NDk5LTUwOGQtNGI3Ni1hMzFkLWNhMzljYjNkOGYxZCJ9&embedImagePlaceholder=true
522,2023,MPSP,RADAR E ATOMO,TCMSP,GERAIS,ESTADUAL,"Dados de compras publicas, contratacoes e despesas do Munic. SP : empresas licitantes, contratadas e apenadas",Inteligência,Restrito,Conv. Direto,,Aplicacao especifica,aplicação baixada na máquina
523,2023,MPSP,VINEA,NIGC/MPSP,GERAIS,ESTADUAL,"Dados de BOs filtrados e processados, mostrando incidencia tipica, mapa de calor de ilicitos e perfil individual e social de infratores em BI",Politicas publicas,Restrito,Dev. Interno,Nabil Alameddine - nigc@mpsp.mp.br,Aplicacao especifica,https://apps.powerapps.com/play/e/default-2dbd8499-508d-4b76-a31d-ca39cb3d8f1d/a/3e6ca906-057b-4358-9a14-0d6df0443aad?tenantId=2dbd8499-508d-4b76-a31d-ca39cb3d8f1d&source=portal
524,2023,MPSP,PAGINA AMARELA,NIGC/MPSP,GERAIS,Não se aplica,Contatos de empresas e orgaos publicos utilizados em investigacao,Investigação,Geral,Dev. Interno,Nabil Alameddine - nigc@mpsp.mp.br,Aplicacao especifica,https://apps.powerapps.com/play/e/default-2dbd8499-508d-4b76-a31d-ca39cb3d8f1d/a/81fd0ede-e34d-4039-96f1-db08094714b7?tenantId=2dbd8499-508d-4b76-a31d-ca39cb3d8f1d&source=portal
525,2023,MPSP,LABELEITORAL MPSP 2022,NIGC/MPSP,GERAIS,Não se aplica,"Leis, normas, modelos e ferramentas de investigacao para atuacao das PJsEleitorais no pleito de 2022",Investigação,Geral,Dev. Interno,Nabil Alameddine - nigc@mpsp.mp.br,Aplicacao especifica,https://apps.powerapps.com/play/e/default-2dbd8499-508d-4b76-a31d-ca39cb3d8f1d/a/7f003c2a-61f0-428e-b990-a135fd5f3492?tenantId=2dbd8499-508d-4b76-a31d-ca39cb3d8f1d&source=portal
526,2023,MPSP,GUARDIAO,DIGITRO,GERAIS,Não se aplica,Ferramenta implementa interceptacao telefonica dinamica mediante ordem judicial e exibe analise de metadados,Investigação,Geral,Contrato,Pedro Cunali <pedro.cunali@digitro.com>,WS - Web Service,https://www.digitro.com/
527,2023,MPSP,SITTEL,MPF/SPPEA,GERAIS,Não se aplica,"Ferramenta recebe e organiza metadados estaticos de usuarios de operadoras de telefonia, mediante ordem judicial e dados de assinantes mediante solicitacao direta",Investigação,Geral,Conv. Direto,PGR-simba@mpf.mp.br,WS - Web Service,sittel.mpsp.mp.br/sittel/index.php
528,2023,MPSP,CCS,BACEN,LABLD,NACIONAL,"Dados de contas bancarias de pessoas fisicas e juridicas: banco, numero, agencia, data de abertura e encerramento e titularidade (titulares e co-titulares) e procuradores",Investigação,Restrito,Conv. Direto,,Consulta on line,https://www3.bcb.gov.br/ccs/dologin
529,2023,MPSP,SIMBA 2.0,MPF/SPPEA,LABLD,Não se aplica,Ferramenta exibe relatorios das quebras bancarias de forma organizada,Investigação,Geral,Conv. Direto,PGR-simba@mpf.mp.br,WS - Web Service,a-mpspbr.msappproxy.net/simba/
530,2023,MPSP,EVA,LABLD/MPSP,LABLD,Não se aplica,"Ferramenta de Analise de Evolucao Patrimonial, a partir de quebras fiscais e bancarias; apresenta planilhas e graficos de evolucao a descoberto",Investigação,Restrito,Dev. Interno,LABLD-MPSP <labld@mpsp.mp.br>,Aplicacao especifica,aplicação baixada na máquina
531,2023,MPSP,RIF-ANALYZER,LABLD/MPSP,LABLD,Não se aplica,"Ferramenta de Analise de RIFs/COAF; apresenta os dados de forma organizada, com filtros e gera graficos de relacionamento",Inteligência,Restrito,Dev. Interno,LABLD-MPSP <labld@mpsp.mp.br>,Aplicacao especifica,aplicação baixada na máquina
532,2023,MPSP,HARPIA-E,LABLD/MPSP,LABLD,Não se aplica,"Ferramenta exibe dados agregados de pessoas juridicas, de forma organizada, com filtros e gerando graficos de relacionamento: socios, contadores, enderecos e patrimonio (inclui embarcacoes e aeronaves)",Investigação,Restrito,Dev. Interno,LABLD-MPSP <labld@mpsp.mp.br>,Aplicacao especifica,aplicação baixada na máquina
533,2023,MPSP,ELOS,NUCEF/MPSP,EVID. FORENSES,Não se aplica,"Leis, normas, modelos, roteiros de atuacao e ferramentas para cumprimento de mandados de busca, apreensao e custodia segura de vestigios",Investigação,Geral,Dev. Interno,NUCEF <nucef@mpsp.mp.br>,Aplicacao especifica,https://apps.powerapps.com/play/e/default-2dbd8499-508d-4b76-a31d-ca39cb3d8f1d/a/3f84278c-e6f1-4a01-88b9-4b18f746f9cb?tenantId=2dbd8499-508d-4b76-a31d-ca39cb3d8f1d&source=portal
534,2023,MPSP,SIMQ/MPSP,NUCEF/MPSP,EVID. FORENSES,Não se aplica,"Gestao da apreensao, custodia, remessa Centrais e descarte de vestigios apreendidos em operacoes ministeriais",Investigação,Geral,Dev. Interno,NUCEF <nucef@mpsp.mp.br>,WS - Web Service,https://simq-mpspbr.msappproxy.net/simq2/
535,2023,MPSP,READER E PATHFINDER,CELLEBRITE,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Geral,Contrato,,WS - Web Service,aplicação baixada na máquina
536,2023,MPSP,IPED,POLÍCIA FEDERAL,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Geral,Outro,,Aplicacao especifica,aplicação baixada na máquina
537,2023,MPSP,FTK,,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Geral,Contrato,,Aplicacao especifica,aplicação baixada na máquina
538,2023,MPSP,XRY,APURA COM. SOFTWARES,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Geral,Contrato,,Aplicacao especifica,aplicação baixada na máquina
539,2023,MPSP,E-MAIL TO FILE,ICPR - SSPPR,EVID. FORENSES,Não se aplica,,Investigação,Geral,Outro,,Aplicacao especifica,aplicação baixada na máquina
540,2023,MPSP,ANALISES DE AUDIO E IMAGENS,NUCEF/MPSP,EVID. FORENSES,Não se aplica,Analise e emissao de parecer tecnico a partir de evidencias contendo registros de audio e video,Investigação,Geral,Dev. Interno,NUCEF <nucef@mpsp.mp.br>,Não se aplica,https://www.mpsp.mp.br/caex
541,2023,MPSP,ANALISES GRAFOTECNICAS,NUCEF/MPSP,EVID. FORENSES,Não se aplica,Analise e emissao de parecer tecnico a partir de documentos manuscritos,Investigação,Geral,Dev. Interno,NUCEF <nucef@mpsp.mp.br>,Não se aplica,https://www.mpsp.mp.br/caex
542,2023,MPAC,SISTEMA DE INVESTIGAÇÃO E MOVIMENTAÇÃO BANCÁRIA,MPF,GERAIS,NACIONAL,Ferramenta utilizada no combate a crimes de Lavagem de Dinheiro,Investigação,Restrito,Conv. Direto,68 999120236 - Edelmar,WS - Web Service,https://www.simba.mpac.mp.br
543,2023,MPAC,RETINA,MPAC,GERAIS,NACIONAL,Ferramenta utilizada realizar cadastro de integrantes de faccionados,Inteligência,Restrito,Dev. Interno,68 98106-5276 - Antonio,WS - Web Service,https://www.retina.mpac.mp.br
544,2023,MPAC,SIGEP,MPAC,GERAIS,ESTADUAL,Ferramenta utilizada para cadastro e controle de demandas encaminhadas ao Núcleo de Apoio Técnico do MPAC,Investigação,Geral,Dev. Interno,68 98106-5276 - Antonio,WS - Web Service,https://sigep.mpac.mp.br
545,2023,MPAC,MAPBIOMAS,IMAZON,GERAIS,NACIONAL,Identificar alertas de desmatamentos e focos de queimadas para crimes ambientais. Permite cruzar dados com CAR para identificar proprietários,Investigação,Restrito,Conv. Direto,68 99218-2405 - Arthur,Consulta on line,https://www.car.gov.br/
546,2023,MPAC,CAR - Cadastro ambiental rural,Ministério da Agricultura e Meio Ambiente,GERAIS,NACIONAL,identificar propriedades rurais e seu proprietário. A dificuldade é que parte das informações vemd e dados autodeclaratórios que em alguns casos apresentam divergências,Investigação,Restrito,Conv. Direto,68 99218-2405 - Arthur,Consulta on line,https://plataforma.alerta.mapbiomas.org/
547,2023,MPAC,STIGEO - Banco de dados da Prefeitura de Rio Branco sobre os imóveis urbanos,Prefeitura de Rio Branco,GERAIS,ESTADUAL,"Utilizado na localização de endereços, dimensão de lotes, áreas afetadas por alagamentos, deslizmento e zoneamento do município. Gera maps e imagens com identificaão do local e proprietário (necessita de atualização-base de dados de 2014)",Investigação,Restrito,Conv. Direto,68 99218-2405 - Arthur,Consulta on line,http://sit.riobranco.ac.gov.br/
548,2023,MPAC,SINAFLOR - Sistema NACIONAL de Controle da Origem dos Produtos Florestais: De controle do IBAMA,IBAMA,GERAIS,NACIONAL,"informa atividades florestais, empreendimentos de base florestal e processos correlatos sujeitos ao controle por parte dos órgãos do Sistema NACIONAL do Meio Ambiente (Sisnama) serão efetuadas por meio do Sinaflor, ou por sistemas estaduais e federais nele integrados",Investigação,Restrito,Conv. Direto,68 99218-2405 - Arthur,Consulta on line,https://sinaflor.ibama.gov.br
549,2023,MPAC,SIGEF: Sistema de Gestão Fundiária do INCRA,INCRA,GERAIS,NACIONAL,"Permite indentificar dados fundiários. Por ele são efetuadas a recepção, validação, organização, regularização e disponibilização das informações georreferenciadas de limites de imóveis rurais.",Investigação,Restrito,Conv. Direto,68 99218-2405 - Arthur,Consulta on line,https://sigef.incra.gov.br/
550,2023,MPAC,Aita,MPAC,GERAIS,ESTADUAL,"desenvolvido para abrigar dados relacionados a todas as mortes violentas ocorridas no estado do Acre (homicídios dolosos e culposos consumados, feminicídios, latrocínios, mortes decorrentes de intervenções policiais, lesões corporais que resultaram em morte, suicídios, acidentes de trânsito com vítimas fatais, afogamentos, mortes decorrentes de acidentes diversos dos de trânsito, etc",Inteligência,Restrito,Dev. Interno,68 98106-5276 - Antonio,WS - Web Service,https://aita.mpac.mp.br
551,2023,MPAC,INFOSEG,SENASP,GERAIS,NACIONAL,"acessar informações diversas sobre indivíduos, veículos, empresas e armas",Inteligência,Restrito,Conv. Direto,68 999120236 - Edelmar,Consulta on line,https://infoseg.sinesp.gov.br
552,2023,MPAC,IDEPOL - Sistema de Identificação Civil no Acre,Segurança Pública - Acre,GERAIS,ESTADUAL,"informações de dados (RG, CPF, endereços)",Inteligência,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,https://idpol.ac.gov.br
553,2023,MPAC,SINESP-PPE/SENASP/MJ,Segurança Pública - Acre,GERAIS,NACIONAL,Procedimentos Policiais Eletrônicos da Polícia Civil do estado do Acre;,Investigação,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,https://idpol.ac.gov.br
554,2023,MPAC,SIAPEN,Instituto de Administração Penitenciária do Acre,GERAIS,ESTADUAL,Sistema de movimentação carcerária da URS-FOC,Inteligência,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,https://siapenac.depen.gov.br/login
555,2023,MPAC,Credilink,Credilink,GERAIS,NACIONAL,Banco de dados de registros cadastrais de clientes de empresas.,Investigação,Restrito,Contrato,68 999120236 - Edelmar,Consulta on line,Dados disponibilizados por API
556,2023,MPAC,Pandora,MPPA,GERAIS,NACIONAL,Banco de dados do Estado da Paraiba,Investigação,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,Dados disponibilizados por API
557,2023,MPAC,Apolo,Secretaria de Segurança Pública do Acre,GERAIS,ESTADUAL,"Sistema de uso da segurança pública que reune identificação, veículos e abordagens em um App.",Inteligência,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,Acesso via aplicativo
558,2023,MPAC,PLUTÃO - Ministério Público Militar (MPM),Ministério Público Militar,GERAIS,NACIONAL,"plataforma para pesquisas integradas em diversas bases de dados (RG, CPF, endereços, vínculos empregatícios)",Investigação,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,https://cpadsi.mpm.mp.br/Plutao/Logon.aspx
559,2023,MPAC,Papyrus,Polícia Militar,GERAIS,ESTADUAL,Registro de ocorrência da Polícia Militar,Inteligência,Restrito,Conv. Direto,68 98122-1293 - Breno,Consulta on line,https://bo.acre.seg.br/login
560,2023,MPAC,INTEGRAR - Junta Comercial,Junta Comercial,GERAIS,ESTADUAL,"banco de dados de registros de empresas, e suas movimentações/alterações societárias",Investigação,Restrito,Conv. Direto,68 99951-3371 - Fabricia,Consulta on line,https://integrar.ac.gov.br
561,2023,MPAC,LICON - Tribunal de Contas do Estado do Acre – TCE,TCE AC,GERAIS,ESTADUAL,"Acesso a todos os procedimentos licitatórios realizados pelo Tribunal de Contas do Estado do Acre, bem como ter acesso aos processos em andamento e às justificativas de contratações diretas, inexigibilidades",Investigação,Restrito,Conv. Direto,68 99951-3371 - Fabricia,Consulta on line,http://sistemas.tce.ac.gov.br/licon/
562,2023,MPAC,CENSEC - Central Notarial de Serviços Eletrônicos Compartilhado,Cartórios,GERAIS,NACIONAL,"Informações de testamentos, procurações e escrituras",Investigação,Restrito,Conv. Direto,68 99951-3371 - Fabricia,Consulta on line,https://censec.org.br/
563,2023,MPAC,BACEN - Cadastro de Clientes do Sistema Financeiro,Banco Central,GERAIS,NACIONAL,Informações de natureza cadastral que tem por objeto: os relacionamentos que são mantidos pelas instituições participantes com os seus correntistas e/ou clientes e com os representantes legais,Inteligência,Restrito,Conv. Direto,68 99951-3371 - Fabricia,Consulta on line,https://www3.bcb.gov.br/censo2/login
564,2023,MPAC,COAF SEI-C/Conselho de Controle de Atividades Financeiras - COAF,COAF,GERAIS,NACIONAL,"Recebemos e solicitamos os Relatório de Inteligência Financeira (RIF). São documentos produzidos pelo COAF quando o mesmo identifica movimentações que indiquem suspeita de crimes previstos na Lei nº 9.613/1998, como Lavagem de dinheiro e ocultação de bens",Investigação,Restrito,Conv. CNMP,68 99951-3371 - Fabricia,Consulta on line,https://www.gov.br/coaf/
565,2023,MPAC,COAF SEI-C/Conselho de Controle de Atividades Financeiras - COAF,SIEL -  Sistema de Informações Eleitorais,GERAIS,NACIONAL,"recebemos e solicitamos os Relatório de Inteligência Financeira (RIF). São documentos produzidos pelo COAF quando o mesmo identifica movimentações que indiquem suspeita de crimes previstos na Lei nº 9.613/1998, como Lavagem de dinheiro e ocultação de bens",Investigação,Restrito,Conv. CNMP,68 99951-3371 - Fabricia,Consulta on line,https://siel.tse.jus.br/session/new
566,2023,MPRR,ADM Tributos,ADM Sistemas,GERAIS,MUNICIPAL,"Fiscalizar a movimentação de cada contribuinte, emitir guias de arrecadação, cobrar impostos e taxas municipais, controlar e emitir certidões e notas, dentre outras ações.",Inteligência,Restrito,Conv. Direto,,Consulta on line,
567,2023,MPRR,Argus,CAPSI-MPM,LABLD,Não se aplica,"Sistema de inteligência financeira e análise visual capaz de reunir, relacionar e analisar dados de quebras de sigilos bancários autorizadas pela Justiça.",Investigação,Restrito,Conv. Direto,,WS - Web Service,
568,2023,MPRR,CAER Consulta,Companhia de Águas do Estado de Roraima (CAER),GERAIS,ESTADUAL,Banco de dados da base de clientes da Companhia de Águas do Estado de Roraima.,Inteligência,Restrito,Conv. Direto,,Consulta on line,https://lojavirtualcaer.gsan.com.br
569,2023,MPRR,CENSEC,Colégio Notarial do Brasil,GERAIS,NACIONAL,"Gerenciar bancos de dados com informações acerca de testamentos, procurações e escrituras públicas de qualquer natureza lavradas em todos os cartórios do Brasil.",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://censec.org.br
570,2023,MPRR,CRC NACIONAL,CNJ,GERAIS,NACIONAL,"Portal NACIONAL dos Cartórios de Registro Civil das Pessoas Naturais do Brasil, instituída pelo Provimento no 46 do Conselho NACIONAL de Justiça (CNJ), permitindo a localização de assentos em tempo real e a solicitação de certidões eletrônicas e digitais entre cartórios e o Poder Judiciário, dentre outras funcionalidades.",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://sistema.registrocivil.org.br/crcjud
571,2023,MPRR,Confiteor,MPDFT,LABLD,Não se aplica,Sistema desenvolvido para consulta e geração de relatórios em quebras de sigilos bancário e telefônico deferidas em investigações conduzidas pela Instituição. O sistema permite a realização de cruzamentos de dados telefônicos e bancários com base em critérios de pesquisas previamente estabelecidos.,Investigação,Restrito,Outro,,Aplicacao especifica,
572,2023,MPRR,FIPLAN,Empresa Mato-Grossense de Tecnologia da Informação (MTI),GERAIS,ESTADUAL,"Sistema Integrado de Planejamento, Contabilidade e Finanças, utilizado pelo Estado de Roraima para atender no mesmo ambiente as exigências da legislação federal 4.320/64, 6404/76 e 101/00.",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://www.fiplan.rr.gov.br/Fiplan.jsp
573,2023,MPRR,GETRAN,DETRAN-RR,GERAIS,ESTADUAL,"Sistema de Gestão de Trânsito, usado no Estado de Roraima, o qual contém informações dos veículos (Renavan), das habilitações (Renach) e multas de trânsito (Renainf).",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://www.rr.getran.com.br/sna/design/index-explorer.jsp
